Accounting_and_Auditing,Advertising_and_Marketing,Aerospace_and_Defense,Aging_and_Geriatrics,Agriculture_and_Forestry,Air_Travel,Alcoholic_Beverages,Alternative_and_Natural_Medicine,Animal_Products_and_Services,Antiques_and_Collectibles,Apartments_and_Residential_Rentals,Apparel,Arcade_and_Coin-Op_Games,Arts_and_Entertainment,Astronomy,Auctions,Automotive_Industry,Autos_and_Vehicles,Banking,Beauty_and_Fitness,Beauty_Pageants,Bed_and_Bath,Bicycles_and_Accessories,Biographies_and_Quotations,Biological_Sciences,Blogging_Resources_and_Services,Board_Games,Boats_and_Watercraft,Body_Art,Book_Retailers,Books_and_Literature,Bowling,Broadcast_and_Network_News,Bus_and_Rail,Business_and_Industrial,Business_Education,Business_Finance,Business_News,Business_Operations,Business_Services,CAD_and_CAM,Campers_and_RVs,Candy_and_Sweets,Car_Rental_and_Taxi_Services,Card_Games,Carpooling_and_Ridesharing,Celebrities_and_Entertainment_News,Chemicals_Industry,Chemistry,Children's_Literature,Classic_Vehicles,Classifieds,Clubs_and_Nightlife,Clubs_and_Organizations,College_Sports,Combat_Sports,Comics_and_Animation,Commercial_and_Investment_Real_Estate,Commercial_Vehicles,Communications_Equipment,Computer_and_Video_Games,Computer_Hardware,Computer_Science,Computer_Security,Computers_and_Electronics,Construction_and_Maintenance,Consumer_Electronics,Consumer_Resources,"Contests,_Awards_and_Prizes",Cooking_and_Recipes,Cosmetic_Procedures,Cosmetology_and_Beauty_Professionals,Crafts,Credit_and_Lending,Cruises_and_Charters,Culinary_Training,Currencies_and_Foreign_Exchange,Custom_and_Performance_Vehicles,Cycling,Dating_and_Personals,Directories_and_Listings,Disabled_and_Special_Needs,Domestic_Services,Earth_Sciences,E-Books,Ecology_and_Environment,Education,Electronics_and_Electrical,Email_and_Messaging,Energy_and_Utilities,Engineering_and_Technology,Enterprise_Technology,Entertainment_Industry,Entertainment_Media,Ethnic_and_Identity_Groups,Events_and_Listings,Extreme_Sports,Face_and_Body_Care,Family_and_Relationships,Family-Oriented_Games_and_Activities,Fan_Fiction,Fantasy_Sports,Fashion_and_Style,File_Sharing_and_Hosting,Finance,Financial_Planning,Fitness,Food_and_Drink,Forum_and_Chat_Providers,Fun_and_Trivia,Games,Gardening_and_Landscaping,General_Reference,Geographic_Reference,Gifts_and_Special_Event_Items,Gossip_and_Tabloid_News,Government,Grants_and_Financial_Assistance,Grocery_and_Food_Retailers,Hair_Care,Health,Health_Conditions,Health_Education_and_Medical_Training,Health_Foundations_and_Medical_Research,Health_News,Hobbies_and_Leisure,Home_and_Garden,Home_Appliances,Home_Furnishings,Home_Improvement,Home_Storage_and_Shelving,Homemaking_and_Interior_Decor,Hospitality_Industry,Hotels_and_Accommodations,Humanities,Humor,HVAC_and_Climate_Control,Hybrid_and_Alternative_Vehicles,Individual_Sports,Industrial_Materials_and_Equipment,Insurance,Internet_and_Telecom,Investing,Jobs,Jobs_and_Education,Journalism_and_News_Industry,Kids_and_Teens,Kitchen_and_Dining,Language_Resources,Laundry,Law_and_Government,Legal,Libraries_and_Museums,Literary_Classics,Live_Sporting_Events,Local_News,Luggage_and_Travel_Accessories,Luxury_Goods,Magazines,Manufacturing,Mass_Merchants_and_Department_Stores,Mathematics,Medical_Devices_and_Equipment,Medical_Facilities_and_Services,Medical_Literature_and_Resources,Men's_Health,Mental_Health,Metals_and_Mining,Microcars_and_City_Cars,Military,Mobile_and_Wireless,Motor_Sports,Motorcycles,Movies,Music_and_Audio,Networking,News,Newspapers,Non-Alcoholic_Beverages,Nursery_and_Playroom,Nursing,Nutrition,Offbeat,Off-Road_Vehicles,Online_Communities,Online_Games,Online_Goodies,Online_Journals_and_Personal_Sites,Online_Media,Oral_and_Dental_Care,Outdoors,Paintball,Party_Games,Pediatrics,People_and_Society,Performing_Arts,Personal_Aircraft,Pest_Control,Pets,Pets_and_Animals,Pharmaceuticals_and_Biotech,Pharmacy,Photo_and_Video_Services,Photo_and_Video_Sharing,Photographic_and_Digital_Arts,Physics,Poetry,Politics,Printing_and_Publishing,Professional_and_Trade_Associations,Programming,Property_Development,Property_Inspections_and_Appraisals,Property_Management,Public_Health,Public_Safety,Puzzles_and_Brainteasers,Radio_Control_and_Modeling,Real_Estate,Real_Estate_Agencies,Real_Estate_Listings,Recreational_Aviation,Reference,Religion_and_Belief,Reproductive_Health,Restaurants,Retail_Trade,Retirement_and_Pension,Roleplaying_Games,Running_and_Walking,Science,Scientific_Equipment,Scientific_Institutions,Scooters_and_Mopeds,Search_Engines,Seniors_and_Retirement,Service_Providers,Shopping,Shopping_Portals_and_Search_Engines,Small_Business,Social_Issues_and_Advocacy,Social_Networks,Social_Sciences,Social_Services,Software,Spas_and_Beauty_Services,Special_Occasions,Specialty_Travel,Sporting_Goods,Sports,Sports_Coaching_and_Training,Sports_News,Subcultures_and_Niche_Interests,Substance_Abuse,Swap_Meets_and_Outdoor_Markets,Swimming_Pools_and_Spas,Table_Games,Team_Sports,Technical_Reference,Technology_News,Teleconferencing,Textiles_and_Nonwovens,Ticket_Sales,Timeshares_and_Vacation_Properties,Tobacco_Products,Tourist_Destinations,Toys,Transportation_and_Logistics,Travel,Travel_Agencies_and_Services,Travel_Guides_and_Travelogues,Trucks_and_SUVs,TV_and_Video,Vehicle_Brands,Vehicle_Codes_and_Driving_Laws,Vehicle_Licensing_and_Registration,Vehicle_Maintenance,Vehicle_Parts_and_Accessories,Vehicle_Shopping,Vehicle_Shows,Virtual_Worlds,Vision_Care,Visual_Art_and_Design,Water_Activities,Water_Sports,Weather,Web_Apps_and_Online_Tools,Web_Portals,Web_Services,Weight_Loss,Wholesalers_and_Liquidators,Wildlife,Winter_Sports,Women's_Health,World_News,World_Sports_Competitions,Writers_Resources,Yard_and_Patio,
63,40,61,46,46,72,42,58,55,47,77,41,81,36,49,30,36,31,38,42,58,34,30,37,40,47,36,28,55,43,64,46,45,41,47,92,60,16,53,53,63,36,45,55,48,51,57,44,62,28,29,56,37,34,37,31,51,49,50,23,48,55,40,20,50,49,45,47,50,44,44,46,38,45,34,44,48,46,47,46,51,34,40,32,21,33,36,33,33,39,0,10,61,40,77,77,48,49,47,50,36,65,43,42,38,43,59,25,45,41,65,41,46,44,51,98,60,32,43,50,51,52,43,52,30,52,36,100,35,64,70,54,46,62,49,54,57,53,69,51,48,53,57,42,40,48,51,48,24,41,20,40,24,45,31,30,36,30,28,42,32,43,43,41,33,44,40,43,38,38,33,37,44,42,33,20,29,69,30,85,64,40,50,46,67,41,37,54,50,61,49,44,48,45,56,34,33,44,36,46,43,56,5,58,28,40,81,34,51,79,65,29,81,67,58,66,54,46,41,56,70,50,61,54,32,50,43,30,47,52,37,33,47,49,40,53,45,55,61,64,42,32,66,39,34,40,17,41,46,31,43,30,38,59,48,31,37,43,47,44,80,57,48,35,20,37,56,34,39,48,54,44,29,38,54,47,47,18,25,31,21,41,46,41,16,16,5,42,42,45,36,42,38,36,36,44,43,42,60
66,42,67,29,47,71,43,57,58,48,78,41,85,38,48,31,40,35,41,42,60,33,31,34,42,45,46,31,55,42,64,45,46,46,44,87,61,16,54,59,65,36,45,53,51,50,62,48,68,28,19,59,38,37,41,33,56,48,54,23,55,54,47,21,52,53,46,45,57,46,43,48,36,47,33,45,47,47,46,47,52,36,39,31,20,34,39,32,33,41,5,11,64,45,83,83,49,48,45,47,36,64,43,44,39,40,61,27,48,42,64,43,47,44,50,97,64,32,41,50,49,52,43,54,30,50,38,44,34,66,71,54,50,64,52,53,61,54,51,54,52,54,57,45,37,43,49,49,26,38,24,43,24,47,32,31,42,37,29,45,34,46,42,46,47,46,38,43,38,38,37,37,47,39,43,24,41,70,27,91,66,44,49,43,79,42,37,54,51,61,51,42,47,45,56,33,33,41,36,47,43,56,5,66,30,49,84,36,52,81,64,30,82,71,64,58,54,49,42,56,63,52,64,50,32,52,47,33,48,54,37,34,50,52,41,54,43,54,63,61,43,30,63,40,35,44,18,43,48,33,49,39,41,59,51,32,39,43,48,40,83,59,47,39,20,37,58,34,40,58,64,49,28,41,55,29,45,18,22,40,23,41,51,48,16,16,2,41,45,47,37,42,37,35,37,47,43,42,59
61,38,64,27,47,70,40,58,53,49,80,39,84,35,46,24,39,38,40,42,54,32,26,32,38,37,44,31,52,42,62,41,45,43,42,88,60,27,51,58,63,37,45,51,49,48,60,42,60,28,17,54,37,32,36,30,40,46,45,22,48,45,39,19,45,46,41,43,57,41,43,43,33,41,29,42,44,43,44,42,49,32,35,27,17,31,35,29,31,36,0,10,52,22,70,70,52,37,38,44,34,48,44,45,36,39,58,25,47,41,64,100,48,39,48,93,63,30,39,45,50,48,41,48,26,51,34,29,32,58,64,52,41,59,46,46,73,47,42,49,50,49,56,46,36,39,47,45,25,37,24,43,25,45,32,29,43,30,29,43,36,46,40,46,43,42,37,42,36,37,41,34,45,38,47,34,36,65,28,83,63,42,46,40,62,41,34,49,47,57,46,39,45,44,50,30,31,40,33,43,43,56,5,58,31,49,73,34,51,79,60,25,80,69,59,61,50,44,39,54,62,50,59,43,26,50,43,33,47,51,32,31,43,46,39,49,45,51,59,58,42,28,59,36,32,39,15,40,36,29,40,29,34,52,43,27,31,43,46,40,83,56,46,43,21,37,56,34,43,60,54,42,28,40,50,24,46,20,17,36,23,44,45,42,16,16,2,41,42,46,36,41,35,35,37,44,45,40,58
61,41,65,28,52,69,39,58,51,44,75,36,77,35,47,22,40,42,46,42,54,31,26,34,37,38,43,30,54,43,63,45,48,42,42,93,56,17,47,56,63,36,40,48,49,46,57,35,56,30,19,50,37,22,35,21,25,46,42,19,44,44,38,17,43,48,42,47,56,48,44,49,33,39,30,40,44,44,43,41,50,32,33,30,17,32,35,30,31,37,0,17,55,22,74,74,49,39,37,47,31,50,41,43,34,37,55,26,45,40,64,51,43,41,52,92,66,29,35,48,48,46,37,48,26,50,34,24,31,60,65,52,38,60,45,50,63,50,41,50,45,51,52,45,35,38,50,44,22,38,24,45,22,41,31,27,43,29,27,39,42,45,42,45,33,45,34,46,38,38,51,35,45,39,52,42,34,73,28,90,74,38,55,43,64,45,36,47,41,58,47,37,42,44,52,33,32,44,32,38,43,56,5,75,33,45,85,34,52,75,61,25,76,71,62,70,47,42,37,55,62,42,60,40,22,52,41,27,47,53,33,31,43,50,40,51,51,45,58,53,44,19,53,36,33,33,13,35,28,29,37,22,38,35,32,28,31,43,44,36,84,58,49,37,19,37,55,35,45,60,58,45,30,38,61,21,41,18,20,40,23,39,47,60,19,19,5,44,42,50,41,48,38,36,38,46,50,44,56
69,49,74,29,66,68,46,67,56,55,82,37,84,33,52,27,44,46,50,42,57,34,26,39,42,38,43,33,61,49,67,46,53,48,47,95,59,18,56,61,70,39,50,54,53,48,58,37,63,33,18,60,43,20,38,20,21,48,51,21,48,45,37,18,45,48,42,47,55,44,49,41,34,39,29,38,41,46,46,43,54,34,32,29,19,35,34,29,29,38,0,10,58,21,80,80,50,39,40,48,35,50,47,51,37,43,60,29,47,51,63,43,47,45,54,87,61,33,35,50,53,49,38,55,28,50,32,24,33,59,66,61,38,61,48,53,62,55,41,56,50,56,63,46,40,47,59,46,23,36,34,52,23,47,31,29,45,28,27,45,46,48,48,47,28,45,39,47,39,38,49,36,47,45,52,37,29,82,28,93,97,44,59,42,65,44,36,45,43,59,46,38,43,44,56,37,33,42,36,40,47,59,5,76,34,39,91,43,59,80,66,30,96,92,80,74,54,44,38,61,61,51,63,40,22,58,46,32,52,62,34,33,41,51,41,54,52,49,65,54,46,18,56,41,31,30,13,33,23,27,30,20,34,29,29,26,29,46,47,43,94,57,54,36,20,43,60,35,47,73,68,48,32,50,58,20,46,21,22,42,25,45,44,51,19,19,3,48,43,56,48,47,43,43,49,55,56,44,64
64,45,71,33,56,62,45,61,57,53,80,39,82,35,53,28,43,40,44,45,59,35,25,40,43,43,40,33,60,47,72,49,52,47,45,97,67,38,61,58,68,40,48,52,55,49,59,39,65,41,16,61,45,23,38,20,24,49,52,21,48,50,38,18,43,51,41,45,52,45,51,43,33,45,29,40,44,47,50,44,54,35,37,32,19,34,35,32,30,41,0,9,58,21,78,78,47,41,43,49,32,49,49,51,37,45,64,29,46,50,63,44,48,43,50,81,58,35,34,47,54,52,39,55,29,52,34,26,34,64,67,57,42,62,49,56,60,57,47,57,53,57,63,46,41,46,59,48,26,40,25,47,23,48,31,30,41,29,27,47,41,44,48,45,27,44,40,44,41,42,42,37,49,44,49,27,27,83,28,91,100,46,60,43,67,44,34,52,55,58,47,35,46,44,52,33,31,42,35,45,47,59,5,68,28,41,100,42,61,79,61,27,93,93,83,66,52,46,40,60,59,52,65,41,23,56,49,29,51,61,36,33,43,51,41,55,48,50,67,58,45,20,58,39,33,33,18,36,28,28,33,20,38,37,33,27,32,47,51,44,96,60,54,35,21,42,60,46,47,67,61,54,31,47,54,28,48,21,53,39,33,43,50,46,17,17,2,46,44,57,44,46,43,41,56,51,50,41,60
62,41,67,32,50,61,46,59,56,54,79,39,85,36,48,26,36,31,37,44,55,34,24,37,37,42,34,35,56,46,67,44,48,43,43,90,57,18,53,53,66,38,48,51,50,45,53,45,69,33,18,59,42,28,37,26,48,46,56,20,50,50,38,18,47,51,44,42,50,44,50,43,33,44,31,42,47,45,49,44,52,34,36,30,17,34,35,30,32,40,0,10,55,22,77,77,48,40,36,46,31,47,47,49,37,44,69,28,48,48,59,45,46,40,49,83,51,34,36,40,49,53,41,54,29,47,39,31,34,63,65,58,47,61,47,52,58,56,46,57,51,55,62,44,40,42,54,51,24,38,21,42,21,43,31,28,36,30,28,44,32,41,40,41,25,43,39,41,36,42,35,35,44,39,42,20,23,77,28,89,85,50,55,41,66,44,35,57,57,61,48,38,48,42,51,31,33,43,33,49,46,58,5,74,35,40,89,44,58,80,61,23,94,85,86,55,56,44,46,57,55,56,63,42,29,52,45,29,43,51,33,31,41,47,36,49,38,56,63,61,45,27,70,38,33,42,16,44,57,30,37,25,37,61,50,32,35,47,54,45,87,54,51,35,20,43,53,40,42,60,58,49,29,44,61,45,41,19,63,36,39,39,56,55,14,14,2,40,41,52,37,42,34,38,40,46,41,37,52
62,38,67,28,48,62,45,58,55,69,79,41,84,34,45,25,30,25,33,39,51,34,24,37,33,41,33,28,55,44,65,41,46,43,41,85,57,19,48,52,66,38,46,46,52,44,47,45,69,29,20,59,39,30,34,27,53,48,56,20,50,48,39,20,47,48,42,42,49,42,48,41,33,53,30,41,44,43,46,48,49,33,36,28,16,33,35,29,29,40,2,10,55,21,74,74,48,40,34,45,33,47,47,48,41,46,60,25,46,46,60,42,51,39,47,87,54,36,36,47,53,53,44,52,30,47,36,31,31,60,66,60,49,65,47,53,57,55,44,57,52,55,62,45,38,42,55,49,25,41,18,39,22,44,30,28,35,34,34,48,26,40,40,41,22,42,38,41,35,39,37,37,44,37,37,16,20,77,27,88,86,46,53,42,66,45,35,55,53,54,46,39,48,41,51,30,33,47,36,47,44,57,7,74,31,43,92,42,60,81,60,22,94,86,87,54,53,44,43,55,63,57,59,46,29,51,43,31,42,53,32,29,38,45,34,44,34,52,60,66,40,28,68,36,34,40,16,45,61,27,38,26,39,62,51,30,37,46,59,44,85,54,51,34,21,41,56,35,39,56,55,45,28,41,59,49,44,21,48,29,39,42,55,57,14,14,2,37,38,51,33,42,31,34,36,45,38,35,52
65,45,68,29,51,66,45,61,58,53,82,43,83,36,43,35,28,23,27,38,48,34,25,37,29,41,34,26,50,42,60,37,44,44,41,77,58,19,43,49,65,40,45,48,50,42,47,48,68,33,34,60,40,32,36,27,52,45,52,23,42,47,38,19,45,47,41,39,48,42,52,42,32,42,28,39,42,47,44,56,47,33,34,32,17,39,35,28,29,38,0,10,53,20,73,73,47,39,32,43,33,48,52,50,41,53,60,30,48,43,61,42,48,38,50,91,53,40,37,44,51,48,42,49,28,44,33,30,31,58,65,57,48,56,43,51,54,55,44,53,55,51,57,46,40,48,51,45,23,44,16,38,22,42,34,31,35,34,37,42,25,41,47,40,18,50,40,43,38,40,36,43,46,39,29,14,20,75,27,82,84,45,52,39,64,42,34,49,49,51,46,38,43,42,51,31,35,46,35,42,43,53,10,64,28,44,92,40,59,88,52,21,89,86,84,55,52,42,41,54,69,52,57,46,29,49,42,29,38,43,30,28,35,41,31,41,33,51,55,62,40,26,65,37,31,38,15,39,52,27,36,25,36,56,51,27,32,54,56,46,82,67,52,39,22,61,59,39,38,52,50,45,42,53,59,54,50,18,43,25,36,34,64,51,13,13,2,37,37,56,31,37,30,29,41,37,34,36,48
66,46,76,30,49,68,47,63,61,52,83,43,84,38,43,24,26,20,24,39,48,32,24,36,29,49,30,26,55,41,59,37,44,43,40,63,59,17,44,49,66,43,49,46,48,48,46,46,64,42,23,77,43,29,37,25,40,45,52,20,39,41,35,18,42,49,38,37,45,40,53,40,29,42,27,38,40,50,41,41,61,36,32,33,18,45,32,28,27,38,0,9,54,22,75,75,45,41,32,43,33,50,56,59,54,56,59,32,51,47,69,44,56,43,55,99,60,53,40,50,53,47,42,51,26,40,28,24,29,55,62,57,40,53,39,50,54,58,38,54,52,49,55,51,42,50,53,42,27,45,15,38,22,42,37,39,33,20,53,46,23,42,44,40,17,51,39,38,41,38,39,45,46,39,25,14,16,77,28,87,89,48,56,40,68,43,32,46,44,46,44,34,40,39,50,32,35,46,40,41,55,56,5,68,41,41,94,43,60,87,59,21,86,91,92,62,50,40,39,52,70,52,57,44,25,50,46,28,36,42,29,27,33,39,30,41,35,49,56,59,41,24,62,32,29,34,26,31,40,25,34,22,35,47,41,26,29,61,62,48,86,70,63,46,24,71,64,51,41,51,55,48,51,54,54,44,47,16,35,23,35,25,72,48,12,12,2,37,41,54,32,39,28,30,46,42,35,37,49
73,53,73,53,57,59,50,72,59,63,87,47,94,40,54,28,32,32,41,48,63,39,33,43,35,60,39,25,64,52,66,45,57,50,49,73,77,27,64,63,69,47,54,79,64,58,86,49,83,43,20,77,48,32,36,26,41,52,66,25,45,53,40,21,51,55,44,45,55,48,55,46,35,48,32,41,41,47,54,55,57,38,39,36,18,43,37,33,30,42,0,14,72,51,86,86,52,54,57,57,43,55,66,62,48,62,65,34,61,61,70,49,60,47,56,83,63,42,44,61,49,60,43,59,32,54,33,34,38,73,75,63,50,73,65,68,64,67,48,58,63,65,69,54,50,72,65,55,42,47,19,46,29,55,35,41,38,33,32,54,34,53,57,50,24,57,53,50,54,69,41,51,61,59,31,16,20,84,32,92,90,54,60,54,75,39,42,63,60,64,54,43,49,52,62,38,43,63,47,41,96,55,5,65,55,43,89,50,75,68,41,20,71,69,89,60,62,50,45,67,60,66,64,47,29,63,59,34,54,67,38,35,43,54,35,59,56,62,76,80,45,30,79,46,33,41,19,39,47,28,43,24,43,59,47,30,33,57,64,54,88,77,79,40,23,55,64,51,47,57,57,58,37,55,69,55,50,22,23,34,34,37,90,60,18,18,2,47,50,53,39,50,50,38,50,49,45,52,63
71,53,70,74,57,60,50,67,59,60,81,46,93,38,56,29,34,35,40,46,66,40,34,40,38,62,40,27,70,53,66,50,55,52,55,60,72,19,65,65,70,46,59,69,68,60,73,50,76,35,20,67,45,35,36,30,55,52,55,27,48,50,40,21,51,56,48,46,59,47,55,51,37,52,34,43,45,46,52,53,58,36,39,33,17,36,39,33,34,40,0,13,72,64,89,89,46,52,58,54,41,55,62,62,53,58,62,32,59,64,64,52,60,46,53,84,57,39,44,51,47,60,47,58,35,50,39,32,40,71,74,60,53,71,65,65,65,68,47,56,56,64,68,53,51,71,64,54,28,48,20,48,29,54,32,37,40,30,36,55,35,48,56,48,27,49,48,49,46,54,39,45,58,51,31,19,24,88,31,91,88,55,62,53,74,37,42,58,58,60,53,41,50,47,58,35,42,61,49,43,76,55,5,61,52,48,86,55,69,65,39,18,71,66,84,55,58,54,47,68,62,55,62,47,31,63,56,32,56,70,41,36,45,54,37,58,53,62,76,77,46,31,78,48,33,45,17,42,57,30,47,25,41,69,53,31,36,55,66,53,92,70,72,46,23,53,62,40,43,58,57,57,34,55,62,48,58,20,19,34,29,59,61,56,19,19,2,47,50,53,44,47,46,39,45,48,46,47,64
69,55,73,38,56,60,57,71,61,57,85,49,90,39,59,30,40,39,42,50,71,38,36,46,44,56,39,33,65,55,69,49,60,54,56,54,73,19,66,64,72,48,53,73,65,63,72,55,75,32,25,67,47,38,35,30,52,54,60,29,53,53,41,21,50,55,48,47,66,51,54,50,38,51,34,44,43,47,54,56,57,38,39,34,16,36,38,33,34,40,0,12,72,46,92,92,51,51,54,56,45,57,62,61,47,56,60,32,61,66,64,51,64,49,52,88,51,39,44,55,46,61,49,56,34,56,37,31,41,74,73,62,54,71,65,67,65,70,61,64,68,71,71,53,52,69,68,55,36,45,23,50,30,58,34,36,39,36,31,53,37,52,51,54,39,51,47,51,45,45,38,43,58,52,40,24,34,82,31,93,84,61,61,52,87,42,42,58,54,63,55,43,51,52,63,36,40,67,59,41,49,56,5,67,40,57,84,57,69,64,39,17,70,65,80,58,60,54,47,70,66,60,60,51,31,67,55,39,56,70,41,33,46,57,39,60,53,63,77,78,47,32,71,47,33,45,21,45,50,32,54,27,38,69,52,38,36,56,61,51,94,71,74,39,24,52,65,39,47,65,61,61,33,55,65,66,57,21,26,39,28,47,59,55,19,19,2,50,48,53,44,51,43,44,47,49,49,46,81
72,54,74,35,64,60,50,73,62,60,84,48,96,40,58,29,47,40,45,51,69,39,37,45,51,53,40,40,65,57,70,49,62,55,55,52,78,20,64,62,74,48,54,68,71,64,77,53,76,32,24,67,51,38,35,30,60,54,62,29,60,52,42,21,51,53,52,51,63,49,60,50,37,51,35,45,40,48,53,56,58,39,40,31,17,39,38,32,33,41,0,12,73,51,91,91,53,52,50,53,45,60,66,64,54,57,63,38,63,69,67,54,67,50,55,89,53,43,47,54,50,63,51,59,36,53,41,32,39,71,72,61,60,77,64,67,71,68,52,58,69,66,76,60,53,63,66,54,30,45,27,52,31,60,35,37,40,44,38,55,40,55,52,56,49,51,45,54,49,44,42,44,60,52,51,28,41,82,32,95,83,61,59,50,84,38,44,59,57,63,57,51,50,50,58,36,42,61,47,40,51,56,5,68,53,48,88,61,68,62,40,17,71,70,92,58,62,53,47,74,66,61,65,50,32,66,60,45,61,73,42,34,48,56,41,64,51,62,82,79,46,31,71,49,35,43,18,47,47,32,47,37,41,67,52,33,36,59,64,55,95,80,73,46,24,58,69,40,53,77,70,63,37,57,68,38,59,21,23,45,33,51,58,63,18,18,2,49,50,56,46,55,41,41,46,49,52,44,67
74,50,73,33,62,57,51,70,66,57,77,45,94,38,58,28,49,47,45,50,68,38,33,44,49,49,38,39,62,53,66,48,58,54,53,41,73,19,63,63,76,46,52,66,68,63,73,49,71,33,22,63,47,35,34,28,44,51,61,27,57,46,39,20,45,57,46,49,57,45,59,48,34,48,31,42,34,46,48,50,58,35,35,30,16,39,35,30,31,38,0,11,58,23,83,83,48,40,43,52,39,42,63,65,48,55,60,38,59,64,64,47,62,44,54,84,49,40,41,51,48,62,42,56,33,53,37,27,35,69,67,63,52,72,57,64,67,67,45,58,67,63,67,55,50,50,63,48,27,41,28,56,29,57,32,34,41,37,36,51,42,56,53,57,52,49,44,54,46,43,47,42,57,48,59,39,43,80,28,89,76,58,58,46,79,38,38,56,53,64,53,43,46,55,60,34,39,67,46,36,47,56,6,59,48,51,84,58,68,61,36,15,63,66,80,46,58,51,44,68,63,61,60,45,28,64,58,43,54,70,37,34,44,55,39,63,52,59,76,69,47,30,65,44,31,40,17,44,39,30,43,27,37,61,46,28,32,57,60,48,95,75,71,51,23,55,64,38,53,78,61,59,33,59,64,30,67,21,18,43,31,57,56,55,20,20,2,49,46,54,47,54,40,41,48,51,53,40,65
71,49,81,35,69,55,47,71,57,58,74,44,87,36,57,27,52,54,51,50,67,37,30,44,47,46,39,39,65,54,65,53,61,55,53,38,76,29,69,62,73,47,49,66,68,59,71,43,67,31,26,59,50,25,33,19,27,50,50,23,52,45,39,19,44,53,46,49,57,49,61,52,34,45,33,39,34,46,48,49,60,35,34,31,16,37,35,30,31,37,0,17,63,21,90,90,51,41,44,55,35,42,61,64,48,55,59,38,60,66,66,47,65,46,54,80,51,38,40,52,47,57,43,57,33,58,36,24,36,69,70,62,46,68,56,65,69,68,45,57,59,61,71,55,49,52,70,49,29,40,28,57,28,57,32,32,41,37,31,51,52,53,53,55,42,52,44,56,51,43,55,41,58,50,60,50,41,83,28,96,84,60,64,49,81,38,38,51,46,64,51,36,49,49,60,34,37,56,44,36,45,53,5,58,43,39,84,66,69,61,38,15,64,64,82,54,56,51,43,67,63,50,61,44,23,65,59,37,58,72,39,32,45,57,42,63,59,54,77,67,47,22,60,45,31,35,18,39,28,29,35,20,39,41,34,28,31,56,59,48,91,77,77,42,22,54,65,40,53,81,69,62,36,57,66,26,50,100,22,49,29,53,54,53,23,23,2,52,51,61,51,61,42,45,47,53,61,47,66
76,67,83,36,80,57,50,76,65,61,88,43,95,36,62,26,53,59,58,53,69,43,29,42,48,47,41,40,69,57,70,53,68,56,53,39,76,25,80,68,73,49,53,68,71,61,75,44,70,36,44,62,54,25,34,18,24,52,57,30,53,43,38,20,46,53,45,54,55,47,63,51,33,44,31,44,32,47,51,54,61,36,32,31,15,38,34,31,30,39,0,10,65,20,100,100,53,45,49,53,38,43,69,70,49,58,60,40,65,75,66,46,67,53,60,76,53,42,39,55,47,59,44,54,33,58,36,23,38,75,71,63,50,73,59,68,69,70,44,60,61,63,72,57,56,67,80,50,29,42,38,62,30,61,33,35,44,34,29,54,63,57,64,57,38,52,48,56,58,47,59,47,63,58,64,47,36,87,29,95,91,73,64,50,74,39,40,49,44,63,50,37,50,53,63,34,39,62,44,57,45,54,5,74,41,44,95,71,77,68,41,15,67,67,98,55,58,55,42,72,69,57,60,42,24,69,60,39,58,77,39,36,44,59,43,65,63,55,82,65,51,20,59,47,31,32,14,38,23,28,35,19,33,32,32,27,29,57,61,51,99,75,85,38,23,63,68,40,58,90,72,67,42,62,65,25,54,29,27,49,32,60,53,52,25,25,2,57,50,68,55,59,49,49,61,60,70,48,74
72,51,78,38,68,53,54,74,62,63,82,41,97,36,60,27,48,48,50,52,71,40,29,41,47,48,37,38,68,57,70,56,64,55,52,39,79,21,74,66,75,50,53,66,74,57,63,44,70,40,21,66,53,25,36,18,28,55,58,26,51,50,40,27,50,58,45,51,61,51,60,54,33,48,31,43,36,48,51,56,64,38,34,33,15,37,35,31,31,39,0,20,70,21,95,95,55,48,51,57,51,45,65,66,47,58,65,38,66,70,62,46,67,48,52,72,49,41,39,54,48,59,49,55,33,60,39,25,41,74,71,64,47,71,56,69,65,73,46,58,60,68,75,56,56,61,77,54,31,45,28,56,27,61,32,35,42,35,30,56,47,54,58,57,32,52,48,53,57,48,48,48,62,56,59,30,30,86,29,100,87,64,68,49,78,39,41,60,59,66,51,36,49,50,63,37,41,67,49,36,58,57,5,69,47,73,100,74,78,63,37,16,63,65,97,52,56,56,43,69,59,58,63,43,25,67,60,38,57,77,41,35,45,60,39,62,56,58,82,72,49,19,67,46,32,36,17,39,29,30,38,20,43,46,37,29,30,58,64,54,98,77,80,40,23,63,71,52,56,84,64,66,36,62,65,38,55,25,68,45,38,52,61,54,20,20,2,52,50,65,50,58,42,44,70,55,61,44,64
